class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
thumbs up,0.7503458261489868,0.6576157212257385,-1.5985378922778182e-05,0.6896204948425293,0.5416167974472046,-0.004961675498634577,0.6668785214424133,0.39764678478240967,-0.03471852093935013,0.6588437557220459,0.2762654423713684,-0.05610993131995201,0.654445469379425,0.1764577031135559,-0.06037307158112526,0.7326488494873047,0.339394748210907,-0.14358866214752197,0.6242607831954956,0.408590167760849,-0.15167129039764404,0.6368314027786255,0.4635393023490906,-0.10640127956867218,0.6690280437469482,0.44829457998275757,-0.08690235763788223,0.7600336670875549,0.416342169046402,-0.16453856229782104,0.6338800191879272,0.4904046356678009,-0.1807001531124115,0.653652012348175,0.5310180187225342,-0.11205875128507614,0.6852786540985107,0.5177858471870422,-0.08143971860408783,0.7733017206192017,0.502206027507782,-0.18506979942321777,0.6506340503692627,0.5735716223716736,-0.18332673609256744,0.6746677756309509,0.5988625288009644,-0.10786458104848862,0.7072324156761169,0.5781660079956055,-0.07693950831890106,0.777370810508728,0.5924058556556702,-0.21111495792865753,0.6827197074890137,0.6346694231033325,-0.21094129979610443,0.6964825391769409,0.6490403413772583,-0.182392880320549,0.7239639163017273,0.6349628567695618,-0.18083921074867249
thumbs up,0.7445824146270752,0.6403231620788574,-7.934005407150835e-05,0.692071795463562,0.5220400094985962,-0.010822703130543232,0.6697923541069031,0.3842437267303467,-0.045281536877155304,0.6605674624443054,0.2683095633983612,-0.06892482191324234,0.6558957099914551,0.17596673965454102,-0.0771503672003746,0.7290698289871216,0.3392122983932495,-0.15292008221149445,0.6226171851158142,0.41081029176712036,-0.16972550749778748,0.6337196826934814,0.46601855754852295,-0.1307530403137207,0.6658948063850403,0.45165932178497314,-0.11549866199493408,0.7537956237792969,0.4168347120285034,-0.17292530834674835,0.6314470767974854,0.4962981939315796,-0.19602276384830475,0.6497348546981812,0.5307782888412476,-0.1297203004360199,0.6816172003746033,0.513298511505127,-0.0985831469297409,0.766716718673706,0.5018441677093506,-0.19206605851650238,0.6507769823074341,0.579194188117981,-0.1941814124584198,0.6714276671409607,0.596769392490387,-0.12272533774375916,0.7018961906433105,0.5709911584854126,-0.09449876844882965,0.7724374532699585,0.5913583636283875,-0.2176782339811325,0.6831116080284119,0.6329730153083801,-0.21885570883750916,0.6924371719360352,0.640994668006897,-0.1920672357082367,0.7156080007553101,0.6234955787658691,-0.1927981972694397
thumbs up,0.7347485423088074,0.625723123550415,-5.466832226375118e-05,0.6862116456031799,0.5127577781677246,-0.01758238673210144,0.6657292246818542,0.38007375597953796,-0.056726496666669846,0.657757580280304,0.26546913385391235,-0.0813073143362999,0.6548855900764465,0.17378461360931396,-0.09138119965791702,0.7290589213371277,0.34053167700767517,-0.16271139681339264,0.6262304782867432,0.42003706097602844,-0.17796720564365387,0.6366255879402161,0.4703875780105591,-0.13947470486164093,0.6688151955604553,0.45223110914230347,-0.12625744938850403,0.7553521394729614,0.4266725778579712,-0.17893081903457642,0.6344626545906067,0.5076984763145447,-0.20157991349697113,0.6522990465164185,0.5382456183433533,-0.13569022715091705,0.6845804452896118,0.5206987261772156,-0.10575440526008606,0.7682310938835144,0.5153831839561462,-0.19554446637630463,0.6511579751968384,0.5904309153556824,-0.19561666250228882,0.673911988735199,0.6019675731658936,-0.1228831559419632,0.705627977848053,0.5754470229148865,-0.09708164632320404,0.7733697891235352,0.6063855886459351,-0.21762724220752716,0.684050440788269,0.6406781673431396,-0.22182460129261017,0.6960630416870117,0.6402196288108826,-0.19396241009235382,0.7209986448287964,0.6202927231788635,-0.1956200897693634
thumbs up,0.7343525290489197,0.6283041834831238,-9.286223939852789e-05,0.6865752935409546,0.5085649490356445,-0.021903611719608307,0.6627092957496643,0.3727532923221588,-0.06481944769620895,0.6529327034950256,0.26042473316192627,-0.0930509939789772,0.6468973755836487,0.1686878204345703,-0.10750823467969894,0.7234669327735901,0.3397310674190521,-0.17086927592754364,0.6241386532783508,0.4103214144706726,-0.197816401720047,0.6311914920806885,0.4636336863040924,-0.16718444228172302,0.6601545810699463,0.45429861545562744,-0.15638303756713867,0.7524514198303223,0.4226127862930298,-0.18495123088359833,0.6323872804641724,0.49933210015296936,-0.21155525743961334,0.6467719674110413,0.5303049683570862,-0.14435575902462006,0.6787815690040588,0.5128433108329773,-0.10835885256528854,0.7677160501480103,0.5120524168014526,-0.20068860054016113,0.6493529081344604,0.5836206078529358,-0.20459091663360596,0.6685160994529724,0.5990712642669678,-0.13696424663066864,0.7001796364784241,0.5728515386581421,-0.1137600690126419,0.7738320827484131,0.6044085025787354,-0.2226732075214386,0.6828230619430542,0.6377045512199402,-0.22718334197998047,0.6906431317329407,0.64168381690979,-0.2040358930826187,0.714439332485199,0.6222635507583618,-0.2074538916349411
thumbs up,0.736190676689148,0.6271597743034363,-7.48134043533355e-05,0.6848782300949097,0.5114492177963257,-0.020199552178382874,0.6612587571144104,0.3748636543750763,-0.05977071821689606,0.6516209840774536,0.2609100341796875,-0.08398360759019852,0.6458260416984558,0.17046323418617249,-0.0931960865855217,0.7237993478775024,0.3392077386379242,-0.16721321642398834,0.6250227689743042,0.40998575091362,-0.18536882102489471,0.6335434913635254,0.4605422019958496,-0.14860466122627258,0.6647341251373291,0.4478006064891815,-0.13661496341228485,0.7527674436569214,0.41979843378067017,-0.1821078658103943,0.6311829686164856,0.49557003378868103,-0.2050519585609436,0.6471878290176392,0.527685821056366,-0.13875484466552734,0.6804953217506409,0.5103970766067505,-0.1056709960103035,0.7678735256195068,0.5075173377990723,-0.19744019210338593,0.6485342383384705,0.5801019668579102,-0.19845342636108398,0.6696744561195374,0.5971128940582275,-0.1319802850484848,0.7029284238815308,0.57051682472229,-0.11028224229812622,0.773103654384613,0.5994285345077515,-0.21907442808151245,0.6802045702934265,0.6339721083641052,-0.2219531536102295,0.6902445554733276,0.6402097940444946,-0.20104986429214478,0.716465950012207,0.6210469603538513,-0.20702271163463593
thumbs up,0.737478494644165,0.6198510527610779,-5.68102732358966e-05,0.6880896091461182,0.503505527973175,-0.02039729431271553,0.6630226373672485,0.36963576078414917,-0.06273199617862701,0.6524332165718079,0.25807154178619385,-0.08931439369916916,0.6451809406280518,0.17115135490894318,-0.10405196994543076,0.7229811549186707,0.3374572694301605,-0.1709475815296173,0.6253844499588013,0.40861591696739197,-0.19358642399311066,0.634324848651886,0.4575606882572174,-0.16216647624969482,0.6649196743965149,0.4432515799999237,-0.1519344002008438,0.7509045004844666,0.42082762718200684,-0.18561488389968872,0.6316800117492676,0.4983748197555542,-0.21051901578903198,0.6478148102760315,0.5260706543922424,-0.14464935660362244,0.6800881624221802,0.505094051361084,-0.11142054945230484,0.7655459046363831,0.5099724531173706,-0.20110994577407837,0.648491382598877,0.5817727446556091,-0.20383593440055847,0.67018061876297,0.5955230593681335,-0.13638316094875336,0.7025366425514221,0.5672650933265686,-0.11407163739204407,0.7709001898765564,0.6016797423362732,-0.22250208258628845,0.6788843870162964,0.6358564496040344,-0.22588133811950684,0.689998209476471,0.6388869285583496,-0.202787384390831,0.7156209349632263,0.6181175708770752,-0.20693372189998627
thumbs up,0.735463559627533,0.627164363861084,-7.13151166564785e-05,0.6846678256988525,0.5109177231788635,-0.019615549594163895,0.6623148918151855,0.37653645873069763,-0.05830113962292671,0.6530666947364807,0.26252561807632446,-0.08071086555719376,0.6468878984451294,0.17467007040977478,-0.08822990208864212,0.7250033020973206,0.3403400778770447,-0.16441281139850616,0.6249915361404419,0.40932485461235046,-0.18275515735149384,0.6349081993103027,0.4603675305843353,-0.14637917280197144,0.6675125956535339,0.44556528329849243,-0.13327667117118835,0.7523348331451416,0.4200926423072815,-0.17926514148712158,0.6310039758682251,0.4974735379219055,-0.20103368163108826,0.6480188965797424,0.5283876061439514,-0.13323974609375,0.6813986301422119,0.509164035320282,-0.09915702044963837,0.7659770846366882,0.5063303709030151,-0.1951645165681839,0.6487013101577759,0.5822528004646301,-0.1973617970943451,0.6706242561340332,0.5971525311470032,-0.12716639041900635,0.7032762765884399,0.5702379941940308,-0.10223077237606049,0.771220862865448,0.5972582697868347,-0.21721789240837097,0.6793881058692932,0.6327765583992004,-0.22307716310024261,0.6906323432922363,0.6381075382232666,-0.20006941258907318,0.7166616320610046,0.6206082105636597,-0.20346088707447052
thumbs up,0.7288011908531189,0.6191247701644897,-8.065171277849004e-05,0.6819479465484619,0.5078256726264954,-0.021032830700278282,0.65885329246521,0.37221649289131165,-0.061815038323402405,0.6499167680740356,0.2599419951438904,-0.08860715478658676,0.6425559520721436,0.17207372188568115,-0.10123944282531738,0.7199249863624573,0.3411218523979187,-0.16817133128643036,0.6250038146972656,0.40368208289146423,-0.19454669952392578,0.6321906447410583,0.45293155312538147,-0.1628955751657486,0.6609992384910583,0.4426249861717224,-0.1503056287765503,0.7484630942344666,0.4204578697681427,-0.18168947100639343,0.6312761902809143,0.4914810061454773,-0.20863215625286102,0.6451727747917175,0.5210407972335815,-0.1426440179347992,0.6763557195663452,0.503645658493042,-0.10744384676218033,0.7629852294921875,0.5067464113235474,-0.1967366635799408,0.6477552056312561,0.5773006677627563,-0.20059281587600708,0.6664449572563171,0.5926797389984131,-0.13407176733016968,0.6974893808364868,0.5661783814430237,-0.11036359518766403,0.7681863903999329,0.595807671546936,-0.21783185005187988,0.676716148853302,0.632404088973999,-0.2206033170223236,0.6849900484085083,0.6387059688568115,-0.19815291464328766,0.7094760537147522,0.6200238466262817,-0.20137792825698853
thumbs up,0.7312319874763489,0.6226075887680054,-5.824766412843019e-05,0.6840227246284485,0.5098417401313782,-0.022018831223249435,0.6622050404548645,0.3752894997596741,-0.06176350638270378,0.6533262133598328,0.2642337679862976,-0.0859161764383316,0.6422088742256165,0.18144473433494568,-0.09906364977359772,0.7157905697822571,0.3405413329601288,-0.17545390129089355,0.6232951283454895,0.4087767004966736,-0.19616948068141937,0.6316733956336975,0.45907658338546753,-0.16246658563613892,0.6607300043106079,0.44746798276901245,-0.1505776047706604,0.7439736723899841,0.4187473952770233,-0.1881352812051773,0.6298778653144836,0.4936046004295349,-0.2121739387512207,0.6455962657928467,0.523979902267456,-0.1446830928325653,0.6783275604248047,0.5067561268806458,-0.10982397198677063,0.758618950843811,0.5048353672027588,-0.20133323967456818,0.6463554501533508,0.5797110795974731,-0.2068687379360199,0.6673514246940613,0.596751868724823,-0.14035791158676147,0.7001920342445374,0.5720713138580322,-0.11907276511192322,0.7640548944473267,0.5952324867248535,-0.22051182389259338,0.674238383769989,0.6346973180770874,-0.2271447777748108,0.6845409870147705,0.6423354744911194,-0.20886975526809692,0.7105972766876221,0.6247454881668091,-0.21729180216789246
thumbs up,0.7302312850952148,0.6262463331222534,-6.6250933741685e-05,0.6807399392127991,0.5122877955436707,-0.015956398099660873,0.6600031852722168,0.38107430934906006,-0.05364566296339035,0.6523094177246094,0.270088791847229,-0.07667116075754166,0.6450058221817017,0.18366335332393646,-0.08547253906726837,0.7201328277587891,0.34858137369155884,-0.16070805490016937,0.6233197450637817,0.414205938577652,-0.18086054921150208,0.6308461427688599,0.46301770210266113,-0.1462704837322235,0.660723090171814,0.44942042231559753,-0.1326473504304886,0.747477650642395,0.4273355305194855,-0.1766165792942047,0.6293405294418335,0.499571830034256,-0.20038199424743652,0.6450662612915039,0.5308330059051514,-0.13493028283119202,0.6764144897460938,0.5139968991279602,-0.10224850475788116,0.7610085010528564,0.5116548538208008,-0.19353975355625153,0.6471055746078491,0.5817458629608154,-0.19663196802139282,0.6676541566848755,0.5969210863113403,-0.126736581325531,0.6987362504005432,0.5712100267410278,-0.10156987607479095,0.7664909958839417,0.5993581414222717,-0.21571242809295654,0.6757466793060303,0.6325744986534119,-0.21930566430091858,0.6863677501678467,0.6371641159057617,-0.19441066682338715,0.7120319604873657,0.6202921867370605,-0.19599243998527527
thumbs up,0.7269891500473022,0.6206033229827881,-5.462130138766952e-05,0.6811079382896423,0.5119105577468872,-0.025211261585354805,0.6574367880821228,0.3774663209915161,-0.06582441926002502,0.646700382232666,0.26528310775756836,-0.09158522635698318,0.6398645639419556,0.17447087168693542,-0.10450984537601471,0.7156835198402405,0.34799647331237793,-0.17460733652114868,0.6172418594360352,0.41662660241127014,-0.1995026022195816,0.6268757581710815,0.46586108207702637,-0.1665777564048767,0.6572667956352234,0.45494937896728516,-0.1548229157924652,0.7434755563735962,0.4312193691730499,-0.18593581020832062,0.6258437633514404,0.501549482345581,-0.21259114146232605,0.6418019533157349,0.52960205078125,-0.14693483710289001,0.6730782985687256,0.5120404958724976,-0.11191096901893616,0.7584370374679565,0.5180824398994446,-0.19915570318698883,0.6431205868721008,0.5853586792945862,-0.20453117787837982,0.663406252861023,0.5985548496246338,-0.13783036172389984,0.6939599514007568,0.5725050568580627,-0.11318255960941315,0.764807939529419,0.6060565710067749,-0.21788868308067322,0.6749781966209412,0.6397206783294678,-0.2266310304403305,0.6856695413589478,0.6425656080245972,-0.20440225303173065,0.7101960182189941,0.6235320568084717,-0.2058342844247818
thumbs up,0.7254172563552856,0.6289527416229248,-8.102408173726872e-05,0.6776703596115112,0.5120885968208313,-0.020483458414673805,0.654754638671875,0.3760959804058075,-0.05923735350370407,0.6467941403388977,0.26398104429244995,-0.08323229104280472,0.640903890132904,0.17318856716156006,-0.09322366118431091,0.7136196494102478,0.3483623266220093,-0.16739097237586975,0.615084171295166,0.41719961166381836,-0.19546328485012054,0.6242496967315674,0.46791017055511475,-0.1649799793958664,0.654785692691803,0.4568398892879486,-0.15137377381324768,0.7406984567642212,0.4311327636241913,-0.18104101717472076,0.6227890253067017,0.5047944188117981,-0.20864886045455933,0.6382487416267395,0.5366060733795166,-0.1439502090215683,0.6693629026412964,0.5185546875,-0.10874529182910919,0.7554647326469421,0.5184307098388672,-0.19665665924549103,0.6404414176940918,0.5893580913543701,-0.2029595524072647,0.6604540944099426,0.6049767136573792,-0.1359751969575882,0.6911700963973999,0.5790373682975769,-0.11016920953989029,0.7618606090545654,0.6084553599357605,-0.21784944832324982,0.670897901058197,0.6435585021972656,-0.22607500851154327,0.6815371513366699,0.6492955684661865,-0.20501376688480377,0.7060207724571228,0.6325159072875977,-0.20679447054862976
thumbs up,0.73128741979599,0.6345196962356567,-6.87294450472109e-05,0.6812868714332581,0.5189516544342041,-0.02172643132507801,0.6569293737411499,0.3859463036060333,-0.058856964111328125,0.6459590792655945,0.2750740647315979,-0.07944846153259277,0.6409395933151245,0.18697397410869598,-0.08611579239368439,0.7127740979194641,0.3586486876010895,-0.1790294498205185,0.6088554263114929,0.4277966320514679,-0.19287075102329254,0.6196503639221191,0.4801948070526123,-0.15066275000572205,0.6522409915924072,0.46854111552238464,-0.1346026211977005,0.7388370633125305,0.439137727022171,-0.191444993019104,0.6152169108390808,0.5111709833145142,-0.2147250920534134,0.6339731216430664,0.5440239310264587,-0.14462429285049438,0.6671046614646912,0.5286509394645691,-0.10904321819543839,0.7532294988632202,0.5249407887458801,-0.20383819937705994,0.6343193054199219,0.5923354625701904,-0.2112077921628952,0.6568787097930908,0.60953289270401,-0.13857513666152954,0.6891086101531982,0.5875287652015686,-0.11003034561872482,0.7604551315307617,0.614323616027832,-0.22296983003616333,0.668943464756012,0.6454198360443115,-0.24153941869735718,0.6803151369094849,0.6539289951324463,-0.22599531710147858,0.7044494152069092,0.6418635845184326,-0.23216602206230164
